title,kicker,image,link,word_count,char_count,capital_words
Sands China opens revamped Londoner Grand Casino ahead of Golden Week,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/30/68402/1727704268-sands-china-macau-grand-londoner-exterior.jpg,https://www.yogonet.com/international/noticias/2024/09/30/80375-sands-china-opens-revamped-londoner-grand-casino-ahead-of-golden-week,11,69,"['Sands', 'China', 'Londoner', 'Grand', 'Casino', 'Golden', 'Week']"
"1xBet successfully showcased gaming platform, affiliate program as premium sponsor of SBC Summit",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/30/68395/1727700514-1xbet-stand-sbc-summit-2024.jpg,https://www.yogonet.com/international/noticias/2024/09/30/80368-1xbet-successfully-showcased-gaming-platform-affiliate-program-as-premium-sponsor-of-sbc-summit,13,96,"['SBC', 'Summit']"
"Hard Rock International launches PINKTOBER campaign with $100k donation, auctions, global activation",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/27/68368/1727449369-hard-rock-casinos-breast-cancer-fight-pinktober-02.jpg,https://www.yogonet.com/international/noticias/2024/09/29/80102-hard-rock-international-launches-pinktober-campaign-with-100k-donation-auctions-global-activation,12,100,"['Hard', 'Rock', 'International', 'PINKTOBER']"
"NIGC Compliance Officer Jo'Elle Thompson named to ELG ""40 Under 40"" Class of 2025",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/27/68379/1727459005-nigc-compliance-officer-jo-elle-thompson.jpg,https://www.yogonet.com/international/noticias/2024/09/29/80099-nigc-compliance-officer-jo-39elle-thompson-named-to-elg-3440-under-40-34-class-of-2025,14,81,"['NIGC', 'Compliance', 'Officer', ""Jo'Elle"", 'Thompson', 'ELG', 'Under', 'Class']"
The European Lotteries announces Greenhouse Gas Emissions Reduction Programme to lower carbon footprint,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/30/68389/1727698920-european-lotteries-seminario-dublin-sep-2024.jpg,https://www.yogonet.com/international/noticias/2024/09/30/80094-the-european-lotteries-announces-greenhouse-gas-emissions-reduction-programme-to-lower-carbon-footprint,13,103,"['The', 'European', 'Lotteries', 'Greenhouse', 'Gas', 'Emissions', 'Reduction', 'Programme']"
1spin4win launches new Oktoberfest-themed online slot Lucky Fest Hold and Win ,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/27/68371/1727449956-1spin4win-lucky-fest-hold-and-win.jpg,https://www.yogonet.com/international/noticias/2024/09/30/80086-1spin4win-launches-new-oktoberfestthemed-online-slot-lucky-fest-hold-and-win,11,78,"['Oktoberfest-themed', 'Lucky', 'Fest', 'Hold', 'Win']"
Missouri sports betting amendment could cut into Kansas gaming revenue,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/02/16/52354/1676579958-super-bowl-lvii-kansas-city-philadelphia.jpg,https://www.yogonet.com/international/noticias/2024/09/29/80076-missouri-sports-betting-amendment-could-cut-into-kansas-gaming-revenue,10,70,"['Missouri', 'Kansas']"
"BetMGM sponsors progressive jackpot, brings back free spin in Wheel of Fortune's Big Winners Tournament",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/27/68364/1727448577-betmgm-wheel-of-fortune-big-winners-tournament.jpg,https://www.yogonet.com/international/noticias/2024/09/29/80085-betmgm-sponsors-progressive-jackpot-brings-back-free-spin-in-wheel-of-fortune-39s-big-winners-tournament,15,103,"['BetMGM', 'Wheel', ""Fortune's"", 'Big', 'Winners', 'Tournament']"
GiG Media officially rebrands to Gentoo Media after shareholder approval,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/06/18/65385/1718740755-gentoo-generica.jpg,https://www.yogonet.com/international/news/2024/09/27/79984-gig-media-officially-rebrands-to-gentoo-media-after-shareholder-approval,10,72,"['GiG', 'Media', 'Gentoo', 'Media']"
Brazil President Lula calls for speed up regulation on the country's gambling industry at Future Summit in NY,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68158/1727270351-luiz-inacio-lula-da-silva-organizacion-naciones-unidas-onu-new-york.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79994-brazil-president-lula-calls-for-speed-up-regulation-on-the-country-39s-gambling-industry-at-future-summit-in-ny,18,109,"['Brazil', 'President', 'Lula', 'Future', 'Summit', 'NY']"
Vegas Golden Knights announce official partnership with Fontainebleau Las Vegas,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/26/68310/1727366299-fontainebleau-las-vegas-official-partner-vegas-golden-knights.jpg,https://www.yogonet.com/international/noticias/2024/09/27/79977-vegas-golden-knights-announce-official-partnership-with-fontainebleau-las-vegas,10,79,"['Vegas', 'Golden', 'Knights', 'Fontainebleau', 'Las', 'Vegas']"
"Nevada gaming revenue drops 3.8% in August, Las Vegas Strip hit by low table game holds",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/08/12/48200/1660317329-vista-las-vegas-22-strip-nevada.jpg,https://www.yogonet.com/international/noticias/2024/09/27/80070-nevada-gaming-revenue-drops-38-in-august-las-vegas-strip-hit-by-low-table-game-holds,16,87,"['Nevada', 'August,', 'Las', 'Vegas', 'Strip']"
SL Benfica signs partnership agreement with 888AFRICA for Mozambique and Angola,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/26/68305/1727364913-acuerdo-sl-benfica-888africa.jpg,https://www.yogonet.com/international/news/2024/09/26/79970-sl-benfica-signs-partnership-agreement-with-888africa-for-mozambique-and-angola,11,79,"['SL', 'Benfica', 'Mozambique', 'Angola']"
North Carolina sports betting revenue surpasses expectations as retail options loom,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/07/23/37792/1627067103-mobile-apuestas-deportivas-generica.jpg,https://www.yogonet.com/international/noticias/2024/09/27/79980-north-carolina-sports-betting-revenue-surpasses-expectations-as-retail-options-loom,11,83,"['North', 'Carolina']"
Tropicana Las Vegas’ implosion to take place on October 9 with over 2K explosives,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2019/05/02/25200/1625326445-tropicana-las-vegas-casino-hotel-resort-01.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79971-tropicana-las-vegas-implosion-to-take-place-on-october-9-with-over-2k-explosives,14,81,"['Tropicana', 'Las', 'Vegas’', 'October']"
"Flutter predicts $21B revenue in 2027, approves up to $5 billion share buyback",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/03/08/52802/1678286821-flutter-generica-03-edificio.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79966-flutter-predicts-21b-revenue-in-2027-approves-up-to-5-billion-share-buyback,13,78,['Flutter']
U.S. gaming industry responsible gaming investments reach new high with $472M in 2023,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/27/68358/1727442286-juego-poker-cartas-dealer-generica.jpg,https://www.yogonet.com/international/noticias/2024/09/27/80063-us-gaming-industry-responsible-gaming-investments-reach-new-high-with-472m-in-2023,13,85,['U.S.']
"BetConstruct launches new igaming loyalty system to improve player engagement, retention strategies",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/23/68069/1727093905-betconstruct-the-last-battle-the-new-era-loyalty-game-engagement.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79986-betconstruct-launches-new-igaming-loyalty-system-to-improve-player-engagement-retention-strategies,12,99,['BetConstruct']
Macau: Concerns rise over economic impact on Golden Week despite strong hotel bookings,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/26/68302/1727364752-macau-golden-week.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79964-macau-concerns-rise-over-economic-impact-on-golden-week-despite-strong-hotel-bookings,13,86,"['Macau:', 'Concerns', 'Golden', 'Week']"
"Star Entertainment posts $1.16 billion annual loss, considers asset sales amid regulatory and economic pressure",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/11/24/59859/1700848738-the-star-sydney-australia-08.jpg,https://www.yogonet.com/international/noticias/2024/09/27/79989-star-entertainment-posts-116-billion-annual-loss-considers-asset-sales-amid-regulatory-and-economic-pressure,15,111,"['Star', 'Entertainment']"
IGT renews FanDuel retail sports betting platform agreement through 2028,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/09/21/39301/1633371932-fanduel-sportsbook-footprint-center-phoenix-suns-arizona-03.jpg,https://www.yogonet.com/international/noticias/2024/09/27/80048-igt-renews-fanduel-retail-sports-betting-platform-agreement-through-2028,10,72,"['IGT', 'FanDuel']"
Sorare to face court over unlicensed gambling charges in the UK,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/09/21/49112/1663774055-ukgc-generica-04-gambling-commission.jpg,https://www.yogonet.com/international/noticias/2024/09/27/80073-sorare-to-face-court-over-unlicensed-gambling-charges-in-the-uk,11,63,"['Sorare', 'UK']"
Play’n GO announces new adventure slot Kingdom Below ,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/26/68301/1727364669-play-n-go-kingdom-below.jpg,https://www.yogonet.com/international/noticias/2024/09/27/79990-playn-go-announces-new-adventure-slot-kingdom-below,8,53,"['Play’n', 'GO', 'Kingdom', 'Below']"
Zitro introduces Fu Frog to Huelva’s Recreativos Babi amid Spain expansion,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/26/68346/1727374498-zitro-fu-frog-salas-poker-andalucia-spain.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79985-zitro-introduces-fu-frog-to-huelvas-recreativos-babi-amid-spain-expansion,11,74,"['Zitro', 'Fu', 'Frog', 'Huelva’s', 'Recreativos', 'Babi', 'Spain']"
"Playtech posts 11% rise in adjusted EBITDA for H1 2024, driven by B2B expansion",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/11/08/40361/1636378621-playtech-oficina-cartel.jpg,https://www.yogonet.com/international/noticias/2024/09/30/80387-playtech-posts-11-rise-in-adjusted-ebitda-for-h1-2024-driven-by-b2b-expansion,14,79,"['Playtech', 'EBITDA', 'H1', 'B2B']"
"Macau International Airport opens Sands, Galaxy and MGM China luxury lounges",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/30/68409/1727718571-sands-galaxy-mgm-lounge-macau-airport.jpg,https://www.yogonet.com/international/news/2024/09/30/80391-macau-international-airport-opens-sands-galaxy-and-mgm-china-luxury-lounges,11,76,"['Macau', 'International', 'Airport', 'Sands,', 'Galaxy', 'MGM', 'China']"
"Playtech, MGM execs speak on collaboration to broadcast live casino titles from MGM's Vegas resorts",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/26/68294/1727364503-sbc-summit-lisbon-2024-77-shimon-akad-playtech.jpg,https://www.yogonet.com/international/noticias/2024/09/30/79993-playtech-mgm-execs-speak-on-collaboration-to-broadcast-live-casino-titles-from-mgm-39s-vegas-resorts,15,99,"['Playtech,', 'MGM', ""MGM's"", 'Vegas']"
Flutter Entertainment predicts U.S. online gambling market will surge past $60B by 2030,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/26/68244/1727355749-flutter-nyse.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79958-flutter-entertainment-predicts-us-online-gambling-market-will-surge-past-60b-by-2030,13,87,"['Flutter', 'Entertainment', 'U.S.']"
Connecticut: Foxwoods Resort Casino unveils new Grand Bar,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/30/68407/1727718148-foxwoods-opens-new-grand-bar.jpg,https://www.yogonet.com/international/news/2024/09/30/80380-connecticut-foxwoods-resort-casino-unveils-new-grand-bar,8,57,"['Connecticut:', 'Foxwoods', 'Resort', 'Casino', 'Grand', 'Bar']"
Wynn Las Vegas ranks 8th highest in the country with friendliest staff in latest casino survey,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2020/08/28/32710/1625356563-wynn-encore-vegas-02.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79983-wynn-las-vegas-ranks-8th-highest-in-the-country-with-friendliest-staff-in-latest-casino-survey,16,94,"['Wynn', 'Las', 'Vegas']"
Norfolk Casino moves one step closer to completion as Architectural Review Board approves the project,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/04/22/36155/1625370362-pamunkey-indian-tribe-norfolk-casino-richmond-proyecto-01.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79961-norfolk-casino-moves-one-step-closer-to-completion-as-architectural-review-board-approves-the-project,15,101,"['Norfolk', 'Casino', 'Architectural', 'Review', 'Board']"
"Toronto: Great Canadian Casino Resort introduces new high-limit slots, table games rooms for VIP guests",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68188/1727281378-great-canadian-resort-toronto-new-high-limit-slot-room.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79870-toronto-great-canadian-casino-resort-introduces-new-highlimit-slots-table-games-rooms-for-vip-guests,15,103,"['Toronto:', 'Great', 'Canadian', 'Casino', 'Resort', 'VIP']"
Underdog Fantasy ranks No. 15 on LinkedIn’s Top Startups list,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/07/27/47745/1658950979-underdog-fantasy-sports-laptop-mobile-app.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79960-underdog-fantasy-ranks-no-15-on-linkedins-top-startups-list,10,61,"['Underdog', 'Fantasy', 'No.', 'LinkedIn’s', 'Top', 'Startups']"
Louisiana mobile and retail sports betting handle hits $234.5M in August,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2018/12/20/22967/1625254505-sportsbetting-generica-mandalaybay-casino.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79878-louisiana-mobile-and-retail-sports-betting-handle-hits-2345m-in-august,11,72,"['Louisiana', 'August']"
SI Sportsbook becomes latest operator to exit Colorado sports betting market as national expansion stalls,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/07/23/37792/1627067103-mobile-apuestas-deportivas-generica.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79752-si-sportsbook-becomes-latest-operator-to-exit-colorado-sports-betting-market-as-national-expansion-stalls,15,105,"['SI', 'Sportsbook', 'Colorado']"
Grupo Silvio Santos partners with OpenBet to launch betting platform in Brazil,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/24/68135/1727187470-grupo-silvio-santos-openbet.jpg,https://www.yogonet.com/international/noticias/2024/09/24/79770-grupo-silvio-santos-partners-with-openbet-to-launch-betting-platform-in-brazil,12,78,"['Grupo', 'Silvio', 'Santos', 'OpenBet', 'Brazil']"
Boyd Gaming acquires Resorts Digital in latest iGaming expansion,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2020/06/09/31542/1625351884-resorts-casino-hotel-atlantic-city.jpg,https://www.yogonet.com/international/noticias/2024/09/24/79736-boyd-gaming-acquires-resorts-digital-in-latest-igaming-expansion,9,64,"['Boyd', 'Gaming', 'Resorts', 'Digital']"
The role of payment solutions in driving conversion in iGaming,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/23/68079/1727100788-uplatform-role-payment-solutions-driving-conversion-igaming-01.jpg,https://www.yogonet.com/international/noticias/2024/09/23/79643-the-role-of-payment-solutions-in-driving-conversion-in-igaming,10,62,['The']
How to survive a crisis? Slotegrator’s tips on business continuity and disaster recovery,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/20/68029/1726839522-slotegrator-business-continuity-disaster-recovery-igaming-ebook.jpg,https://www.yogonet.com/international/noticias/2024/09/23/79332-how-to-survive-a-crisis-slotegrators-tips-on-business-continuity-and-disaster-recovery,13,88,"['How', 'Slotegrator’s']"
Surviving in conditions of gambling advertising regulation: Tips from Slotegrator,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/08/30/67341/1725020257-slotegrator-how-to-advertise-online-gambling-download-ebook.jpg,https://www.yogonet.com/international/noticias/2024/09/02/77075-surviving-in-conditions-of-gambling-advertising-regulation-tips-from-slotegrator,10,81,"['Surviving', 'Tips', 'Slotegrator']"
New Jersey moves to ban college sports betting partnerships with key exceptions,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/11/04/40311/1636035062-new-jersey-college-football.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79848-new-jersey-moves-to-ban-college-sports-betting-partnerships-with-key-exceptions,12,79,"['New', 'Jersey']"
Dutch government faces backlash over phased gambling tax hike,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2019/06/19/26075/1625329981-juego-online-paises-bajos-generica.jpg,https://www.yogonet.com/international/noticias/2024/09/24/79749-dutch-government-faces-backlash-over-phased-gambling-tax-hike,9,61,['Dutch']
Latvia seeks to tighten regulations by raising gambling age limit to 21,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2020/12/23/34480/1625363643-vista-riga-latvia.jpg,https://www.yogonet.com/international/noticias/2024/09/23/79649-latvia-seeks-to-tighten-regulations-by-raising-gambling-age-limit-to-21,12,71,['Latvia']
Denmark set to propose liberalized bingo and lottery bill in October,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/08/30/57186/1693401909-spillemyndigheden-danish-gambling-authority.jpg,https://www.yogonet.com/international/noticias/2024/09/23/79655-denmark-set-to-propose-liberalized-bingo-and-lottery-bill-in-october,11,68,"['Denmark', 'October']"
"Asojuegos: ""Imposing VAT on online gaming would generate a massive migration to illegal platforms""",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2020/01/24/29917/1625345343-juan-carlos-restrepo-asojuegos-03.jpg,https://www.yogonet.com/international/noticias/2024/09/24/79747-asojuegos-34imposing-vat-on-online-gaming-would-generate-a-massive-migration-to-illegal-platforms-34,14,98,"['Asojuegos:', 'VAT']"
"BetBoom: ""Latin America is a key strategic direction for us and Brazil holds a central place in this strategy""",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/04/26/63887/1714160008-bis-sigma-americas-2024-106-stand-betboom.jpg,https://www.yogonet.com/international/noticias/2024/09/23/79134-betboom-34latin-america-is-a-key-strategic-direction-for-us-and-brazil-holds-a-central-place-in-this-strategy-34,19,110,"['BetBoom:', 'America', 'Brazil']"
"""This year's GAT Santo Domingo was consolidated as a central event in the Caribbean region""",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/19/67947/1726749258-gat-showcase-santo-domingo-2024-11-conferencias-jose-aguirre.jpg,https://www.yogonet.com/international/noticias/2024/09/23/79625--34this-year-39s-gat-santo-domingo-was-consolidated-as-a-central-event-in-the-caribbean-region-34,15,91,"['GAT', 'Santo', 'Domingo', 'Caribbean']"
"""Uplatform is a prominent player in the European market, distinguished by its strong reputation and significant presence""",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/19/67999/1726770173-uplatform-maria-ismailyan-interview-yogonet.jpg,https://www.yogonet.com/international/noticias/2024/09/23/79242--34uplatform-is-a-prominent-player-in-the-european-market-distinguished-by-its-strong-reputation-and-significant-presence-34,17,121,['European']
European Gaming Congress 2024 unveils final agenda,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68179/1727276416-egc-european-gaming-congress-hipther-agency.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79858-european-gaming-congress-2024-unveils-final-agenda,7,50,"['European', 'Gaming', 'Congress']"
BetBlocker to launch Portuguese language support service at SBC Summit 2024,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68184/1727276467-betblocker-sbc-summit-lisboa-2024-portugal.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79864-betblocker-to-launch-portuguese-language-support-service-at-sbc-summit-2024,11,75,"['BetBlocker', 'Portuguese', 'SBC', 'Summit']"
Flutter Entertainment and MGM CEOs to deliver keynote at G2E Las Vegas,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/25/68178/1727275751-bill-hornbuckle-mgm-peter-jackson-flutter.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79851-flutter-entertainment-and-mgm-ceos-to-deliver-keynote-at-g2e-las-vegas,12,70,"['Flutter', 'Entertainment', 'MGM', 'CEOs', 'G2E', 'Las', 'Vegas']"
DR Gaming Technology to unveil its latest products and solutions at G2E Las Vegas,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/24/68126/1727184080-drgt-g2e-2024.jpg,https://www.yogonet.com/international/noticias/2024/09/24/79740-dr-gaming-technology-to-unveil-its-latest-products-and-solutions-at-g2e-las-vegas,14,81,"['DR', 'Gaming', 'Technology', 'G2E', 'Las', 'Vegas']"
Rivalry releases year-end report outlining the esports betting industry in 2022,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/12/21/51258/1671629708-rivalry-wrapped-2022.jpg,https://www.yogonet.com/international/news/2022/12/21/65496-rivalry-releases-yearend-report-outlining-the-esports-betting-industry-in-2022,11,79,['Rivalry']
Esports betting operator GG.BET expands to the UK through Rednines Gaming deal,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/07/31/56524/1690815294-ggbet-enters-uk-market.jpg,https://www.yogonet.com/international/news/2023/07/31/68115-esports-betting-operator-ggbet-expands-to-the-uk-through-rednines-gaming-deal,12,78,"['Esports', 'GG.BET', 'UK', 'Rednines', 'Gaming']"
"EU Parliament passes resolution to support video gaming, safeguard esports from illegal gambling and match-fixing",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2018/10/24/21923/1625250361-esports-generica-07.jpg,https://www.yogonet.com/international/news/2022/11/16/65058-eu-parliament-passes-resolution-to-support-video-gaming--safeguard-esports-from-illegal-gambling-and-matchfixing,15,113,"['EU', 'Parliament']"
"Las Vegas: Luxor's esports arena to retain HyperX sponsorship, naming rights",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/01/13/34645/1625364305-hyperx-esports-arena-las-vegas-allied-02.jpg,https://www.yogonet.com/international/news/2023/05/09/67075-las-vegas-luxor-39s-esports-arena-to-retain-hyperx-sponsorship-naming-rights,11,76,"['Las', 'Vegas:', ""Luxor's"", 'HyperX']"
"David Orrick, one of the most recognized international gaming industry communication professionals, has passed away",No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/06/21/46726/1655840441-david-orrick-merkur-pgs-2022.jpg,https://www.yogonet.com/international/noticias/2024/09/26/79954-david-orrick-one-of-the-most-recognized-international-gaming-industry-communication-professionals-has-passed-away,15,115,"['David', 'Orrick,']"
Mount Airy Casino chosen as finalist for North American Property of the Year by Global Gaming Awards,No disponible,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/05/10/54413/1683741869-mount-airy-casino-resort-pennsylvania-04.jpg,https://www.yogonet.com/international/noticias/2024/09/25/79873-mount-airy-casino-chosen-as-finalist-for-north-american-property-of-the-year-by-global-gaming-awards,17,100,"['Mount', 'Airy', 'Casino', 'North', 'American', 'Property', 'Year', 'Global', 'Gaming', 'Awards']"
